address,postal_code,latitude,longitude,full_address
442 PASIR RIS DR 6,510442,1.368932887,103.9579517,442 PASIR RIS DRIVE 6 DBS PASIR RIS EAST BRANCH SINGAPORE 510442
636 PASIR RIS DR 1,510636,1.376790486,103.9407416,636 PASIR RIS DRIVE 1 PCS PASIR RIS 01 SCC SINGAPORE 510636
135 PASIR RIS ST 11,510135,1.364542328,103.9574724,135 PASIR RIS STREET 11 SINGAPORE 510135
111 PASIR RIS ST 11,510111,1.36805792,103.9563785,111 PASIR RIS STREET 11 SINGAPORE 510111
449 PASIR RIS DR 6,510449,1.370842121,103.9583507,449 PASIR RIS DRIVE 6 SINGAPORE 510449
402 SERANGOON AVE 1,550402,1.346658249,103.8729046,402 SERANGOON AVENUE 1 SINGAPORE 550402
516 SERANGOON NTH AVE 4,550516,1.371238381,103.8733069,516 SERANGOON NORTH AVENUE 4 SINGAPORE 550516
312 TAMPINES ST 33,520312,1.352570368,103.9572573,312 TAMPINES STREET 33 SINGAPORE 520312
231 BISHAN ST 23,570231,1.357291223,103.8458457,231 BISHAN STREET 23 PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH BLK 231 (KN) SINGAPORE 570231
201 CHOA CHU KANG AVE 1,680201,1.382138093,103.7495422,201 CHOA CHU KANG AVENUE 1 SINGAPORE 680201
435 CHOA CHU KANG AVE 4,680435,1.385138763,103.74105,435 CHOA CHU KANG AVENUE 4 PCF SPARKLETOTS PRESCHOOL @ KEAT HONG 435 (CC) SINGAPORE 680435
438 HOUGANG AVE 8,530438,1.378043936,103.8931526,438 HOUGANG AVENUE 8 SINGAPORE 530438
833 HOUGANG CTRL,530833,1.370869982,103.8896709,833 HOUGANG CENTRAL SINGAPORE 530833
815 JURONG WEST ST 81,640815,1.34533519,103.6958533,815 JURONG WEST STREET 81 HDB PUBLIC SHELTERS SINGAPORE 640815
746 JURONG WEST ST 73,640746,1.347404668,103.6981191,746 JURONG WEST STREET 73 HDB PUBLIC SHELTERS SINGAPORE 640746
724 JURONG WEST ST 72,NIL,1.345086716,103.6981859,NIL
745 JURONG WEST ST 73,640745,1.347013788,103.6979516,745 JURONG WEST STREET 73 HDB PUBLIC SHELTERS SINGAPORE 640745
715 PASIR RIS ST 72,510715,1.382977902,103.9370545,715 PASIR RIS STREET 72 SINGAPORE 510715
495C TAMPINES ST 43,522495,1.363238707,103.9516247,495C TAMPINES STREET 43 SINGAPORE 522495
245 KIM KEAT LINK,310245,1.331077477,103.8566076,245 KIM KEAT LINK SINGAPORE 310245
46 LOR 5 TOA PAYOH,310046,1.336466583,103.8532214,46 LORONG 5 TOA PAYOH EAST PAYOH SPRING SINGAPORE 310046
329 WOODLANDS ST 32,730329,1.430361279,103.7788034,329 WOODLANDS STREET 32 SINGAPORE 730329
822 WOODLANDS ST 82,730822,1.441910724,103.7894711,822 WOODLANDS STREET 82 SINGAPORE 730822
833 WOODLANDS ST 83,730833,1.440137407,103.7905661,833 WOODLANDS STREET 83 SINGAPORE 730833
796A YISHUN RING RD,761796,1.419356825,103.8330734,796A YISHUN RING ROAD MY FIRST SKOOL SINGAPORE 761796
640A YISHUN ST 61,761640,1.420871842,103.8391389,640A YISHUN STREET 61 SINGAPORE 761640
604 YISHUN ST 61,760604,1.421713481,103.8355453,604 YISHUN STREET 61 NEE SOON CENTRAL MEADOWS SINGAPORE 760604
210 BISHAN ST 23,570210,1.355819739,103.8488146,210 BISHAN STREET 23 SINGAPORE 570210
232 BISHAN ST 22,570232,1.358230533,103.8457053,232 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570232
234 BISHAN ST 22,570234,1.358286904,103.8462248,234 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570234
208 BISHAN ST 23,570208,1.354927172,103.8485451,208 BISHAN STREET 23 SINGAPORE 570208
209 CHOA CHU KANG CTRL,680209,1.382826626,103.7480145,209 CHOA CHU KANG CENTRAL SINGAPORE 680209
230 CHOA CHU KANG CTRL,358361,1.332633815,103.8671517,6 POTONG PASIR AVENUE 2 DBS BUZZ CHOA CHU KANG CENTRAL 230 SINGAPORE 358361
237 CHOA CHU KANG CTRL,680237,1.379447499,103.7482874,237 CHOA CHU KANG CENTRAL HDB PUBLIC SHELTERS SINGAPORE 680237
288 CHOA CHU KANG AVE 3,680288,1.378938896,103.7410271,288 CHOA CHU KANG AVENUE 3 HDB PUBLIC SHELTERS SINGAPORE 680288
42A SIMS DR,381042,1.316668875,103.8760975,42A SIMS DRIVE SINGAPORE 381042
153 YUNG HO RD,610153,1.327483254,103.7210438,153 YUNG HO ROAD HDB PUBLIC SHELTERS SINGAPORE 610153
719 JURONG WEST AVE 5,640719,1.34453677,103.6969862,719 JURONG WEST AVENUE 5 SINGAPORE 640719
159 PASIR RIS ST 13,510159,1.363744038,103.9612847,159 PASIR RIS STREET 13 SINGAPORE 510159
645 PASIR RIS DR 10,510645,1.378419649,103.9377905,645 PASIR RIS DRIVE 10 SINGAPORE 510645
447 PASIR RIS DR 6,510447,1.370842055,103.9578606,447 PASIR RIS DRIVE 6 SINGAPORE 510447
506 SERANGOON NTH AVE 4,550506,1.372816319,103.8763397,506 SERANGOON NORTH AVENUE 4 SINGAPORE 550506
382 TAMPINES ST 32,520382,1.354098271,103.9587521,382 TAMPINES STREET 32 SINGAPORE 520382
338 WOODLANDS AVE 1,730338,1.430746653,103.7811614,338 WOODLANDS AVENUE 1 SINGAPORE 730338
641 YISHUN ST 61,760641,1.420816854,103.838166,641 YISHUN STREET 61 SINGAPORE 760641
665 YISHUN AVE 4,760665,1.419783239,103.840574,665 YISHUN AVENUE 4 SINGAPORE 760665
203 BISHAN ST 23,570203,1.354536742,103.847452,203 BISHAN STREET 23 SINGAPORE 570203
209 BISHAN ST 23,570209,1.355548847,103.8485412,209 BISHAN STREET 23 SINGAPORE 570209
228 BISHAN ST 23,570228,1.358110667,103.8465841,228 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570228
216 CHOA CHU KANG CTRL,NIL,1.383083024,103.7470766,BLK 216 AND 215 CHOA CHU KANG CENTRAL
232 CHOA CHU KANG CTRL,680232,1.380424534,103.7470217,232 CHOA CHU KANG CENTRAL HDB PUBLIC SHELTERS SINGAPORE 680232
562 CHOA CHU KANG ST 52,680562,1.39629871,103.7460227,562 CHOA CHU KANG STREET 52 SINGAPORE 680562
713 JURONG WEST ST 71,640713,1.343657106,103.6960642,713 JURONG WEST STREET 71 RITZ SCHOOL OF LEARNERS AND STUDENT CARE CENTRE LLP SINGAPORE 640713
722 JURONG WEST AVE 5,640722,1.343674105,103.6982983,722 JURONG WEST AVENUE 5 HDB PUBLIC SHELTERS SINGAPORE 640722
263 BOON LAY DR,640263,1.345100452,103.7069117,263 BOON LAY DRIVE HDB PUBLIC SHELTERS SINGAPORE 640263
552 PASIR RIS ST 51,510552,1.36745078,103.9525501,552 PASIR RIS STREET 51 SINGAPORE 510552
420 PASIR RIS DR 6,510420,1.371427438,103.9544791,420 PASIR RIS DRIVE 6 SINGAPORE 510420
132 CLARENCE LANE,140132,1.292071781,103.8149499,132 CLARENCE LANE HDB PUBLIC SHELTERS SINGAPORE 140132
396 TAMPINES AVE 7,520396,1.355670338,103.9564348,396 TAMPINES AVENUE 7 SINGAPORE 520396
412 WOODLANDS ST 41,730412,1.428140108,103.7728219,412 WOODLANDS STREET 41 SINGAPORE 730412
206 BISHAN ST 23,570206,1.355681274,103.8478083,206 BISHAN STREET 23 SINGAPORE 570206
217 BISHAN ST 23,570217,1.356740015,103.8493295,217 BISHAN STREET 23 SINGAPORE 570217
233 BISHAN ST 22,570233,1.35858842,103.8455225,233 BISHAN STREET 22 THOMSON COMMUNITY CLUB (TILL 2Q 2022) SINGAPORE 570233
216 BISHAN ST 23,570216,1.356370631,103.849221,216 BISHAN STREET 23 SINGAPORE 570216
245 BISHAN ST 22,570245,1.360337274,103.8439634,245 BISHAN STREET 22 COMMIT LEARNING BISHAN PTE LTD SINGAPORE 570245
201 BISHAN ST 23,570201,1.355066862,103.8469461,201 BISHAN STREET 23 MLC (BISHAN) PTE. LTD. SINGAPORE 570201
231 PENDING RD,670231,1.376029069,103.7727843,231 PENDING ROAD SINGAPORE 670231
18 TECK WHYE LANE,680018,1.378297688,103.7540714,18 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680018
235 CHOA CHU KANG CTRL,680235,1.379782277,103.7487596,235 CHOA CHU KANG CENTRAL HDB PUBLIC SHELTERS SINGAPORE 680235
530 CHOA CHU KANG ST 51,680530,1.39262693,103.7417988,530 CHOA CHU KANG STREET 51 HDB PUBLIC SHELTERS SINGAPORE 680530
447 HOUGANG AVE 10,530447,1.379520965,103.8947447,447 HOUGANG AVENUE 10 HDB PUBLIC SHELTERS SINGAPORE 530447
538 HOUGANG ST 52,530538,1.377822868,103.8903226,538 HOUGANG STREET 52 HDB PUBLIC SHELTERS SINGAPORE 530538
723 JURONG WEST AVE 5,640723,1.344459269,103.698169,723 JURONG WEST AVENUE 5 HDB PUBLIC SHELTERS SINGAPORE 640723
714 JURONG WEST ST 71,640714,1.343120024,103.696675,714 JURONG WEST STREET 71 FH & LOVE STUDENT CARE CENTRE SINGAPORE 640714
309 WOODLANDS AVE 1,730309,1.429747616,103.7760153,309 WOODLANDS AVENUE 1 SINGAPORE 730309
179 WOODLANDS ST 13,730179,1.43477628,103.7782168,179 WOODLANDS STREET 13 SINGAPORE 730179
211 BISHAN ST 23,570211,1.356152907,103.848977,211 BISHAN STREET 23 SINGAPORE 570211
221 BISHAN ST 23,570221,1.357869082,103.8489229,221 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570221
225 BISHAN ST 23,570225,1.358530062,103.8476299,225 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570225
236 BISHAN ST 22,570236,1.359004902,103.8470066,236 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570236
415 BT BATOK WEST AVE 4,650415,1.363266315,103.7465573,415 BUKIT BATOK WEST AVENUE 4 THE MORAL CHILDCARE CENTRE SINGAPORE 650415
642 BT BATOK CTRL,650642,1.349006479,103.7517067,642 BUKIT BATOK CENTRAL SINGAPORE 650642
19 LIM LIAK ST,161019,1.285493784,103.8326,19 LIM LIAK STREET SINGAPORE 161019
405 FAJAR RD,670405,1.381253665,103.7672571,405 FAJAR ROAD SINGAPORE 670405
231 CHOA CHU KANG CTRL,680231,1.38008136,103.7461131,231 CHOA CHU KANG CENTRAL SINGAPORE 680231
537 HOUGANG ST 52,530537,1.377798205,103.8897344,537 HOUGANG STREET 52 HDB PUBLIC SHELTERS SINGAPORE 530537
439 HOUGANG AVE 8,530439,1.37859555,103.8934251,439 HOUGANG AVENUE 8 HDB PUBLIC SHELTERS SINGAPORE 530439
711 JURONG WEST ST 71,640711,1.343019325,103.6956598,711 JURONG WEST STREET 71 HDB PUBLIC SHELTERS SINGAPORE 640711
715 JURONG WEST ST 71,640715,1.34374461,103.6964188,715 JURONG WEST STREET 71 HDB PUBLIC SHELTERS SINGAPORE 640715
718 JURONG WEST ST 71,640718,1.343708144,103.6975205,718 JURONG WEST STREET 71 ENRICHMENT 718 PTE LTD SINGAPORE 640718
703 JURONG WEST ST 71,640703,1.341630323,103.6958322,703 JURONG WEST STREET 71 SINGAPORE 640703
141 PASIR RIS ST 11,510141,1.36418011,103.9587356,141 PASIR RIS STREET 11 SINGAPORE 510141
321 TAMPINES ST 33,520321,1.350698906,103.9575157,321 TAMPINES STREET 33 SINGAPORE 520321
310 WOODLANDS ST 31,730310,1.430103781,103.7759771,310 WOODLANDS STREET 31 SINGAPORE 730310
332 WOODLANDS AVE 1,730332,1.429746748,103.7791349,332 WOODLANDS AVENUE 1 SINGAPORE 730332
805 WOODLANDS ST 81,730805,1.440665109,103.7873096,805 WOODLANDS STREET 81 SINGAPORE 730805
618 YISHUN RING RD,760618,1.418735301,103.8357033,618 YISHUN RING ROAD SINGAPORE 760618
664A YISHUN AVE 4,761664,1.420552661,103.8412172,664A YISHUN AVENUE 4 SINGAPORE 761664
291 YISHUN ST 22,760291,1.435762303,103.8367289,291 YISHUN STREET 22 OCBC YISHUN ST 22 - 7 ELEVEN SINGAPORE 760291
204 BISHAN ST 23,570204,1.35487655,103.8475941,204 BISHAN STREET 23 SINGAPORE 570204
147 SILAT AVE,160147,1.277276965,103.8310934,147 SILAT AVENUE SINGAPORE 160147
556 CHOA CHU KANG NTH 6,680556,1.395772164,103.7437892,556 CHOA CHU KANG NORTH 6 SINGAPORE 680556
535 HOUGANG ST 52,530535,1.376441743,103.8901338,535 HOUGANG STREET 52 PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH BLK 535 (KN) SINGAPORE 530535
466 HOUGANG AVE 8,530466,1.372519921,103.8970056,466 HOUGANG AVENUE 8 SINGAPORE 530466
539 HOUGANG ST 52,530539,1.377479628,103.8903404,539 HOUGANG STREET 52 WHIZ KIDS MONTESSORI @HOUGANG PTE LTD SINGAPORE 530539
222 HOUGANG ST 21,530222,1.356334679,103.8837227,222 HOUGANG STREET 21 HDB PUBLIC SHELTERS SINGAPORE 530222
575 PASIR RIS ST 53,510575,1.373109218,103.9462611,575 PASIR RIS STREET 53 MY WORLD PRESCHOOL LTD. SINGAPORE 510575
233 PASIR RIS DR 4,510233,1.374120508,103.9619086,233 PASIR RIS DRIVE 4 HDB PUBLIC SHELTERS SINGAPORE 510233
775 PASIR RIS ST 71,510775,1.374063867,103.9370496,775 PASIR RIS STREET 71 HANIS MONTESSORI KINDERGARTEN (PASIR RIS) SINGAPORE 510775
463 PASIR RIS ST 41,510463,1.372587431,103.9581205,463 PASIR RIS STREET 41 SINGAPORE 510463
248 PASIR RIS ST 21,510248,1.370603757,103.9630196,248 PASIR RIS STREET 21 SINGAPORE 510248
501 PASIR RIS ST 52,510501,1.376009045,103.946423,501 PASIR RIS STREET 52 HDB PUBLIC SHELTERS SINGAPORE 510501
520 SERANGOON NTH AVE 4,550520,1.372035491,103.8737244,520 SERANGOON NORTH AVENUE 4 SINGAPORE 550520
526 SERANGOON NTH AVE 4,550526,1.37177912,103.8727856,526 SERANGOON NORTH AVENUE 4 SINGAPORE 550526
842E TAMPINES ST 82,525842,1.351571209,103.938445,842E TAMPINES STREET 82 TAMPINES ARCADIA SINGAPORE 525842
842 WOODLANDS ST 82,730842,1.443437705,103.7922554,842 WOODLANDS STREET 82 SINGAPORE 730842
654 YISHUN AVE 4,760654,1.423053464,103.8404103,654 YISHUN AVENUE 4 NEE SOON CENTRAL VIEW SINGAPORE 760654
616 YISHUN RING RD,760616,1.419666881,103.8348907,616 YISHUN RING ROAD SINGAPORE 760616
207 BISHAN ST 23,570207,1.35464222,103.8481833,207 BISHAN STREET 23 SINGAPORE 570207
213 BISHAN ST 23,NIL,1.35717823,103.848153,NIL
223 BISHAN ST 23,570223,1.358461901,103.8482487,223 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570223
257 BISHAN ST 22,570257,1.359716871,103.8431031,257 BISHAN STREET 22 PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH 257 (CC) SINGAPORE 570257
19 KG BAHRU HILL,,,,
17 TIONG BAHRU RD,163017,1.285615264,103.8331163,17 TIONG BAHRU ROAD SINGAPORE 163017
423 CHOA CHU KANG AVE 4,680423,1.382024147,103.7403107,423 CHOA CHU KANG AVENUE 4 SINGAPORE 680423
512 CHOA CHU KANG ST 51,680512,1.389575594,103.7410584,512 CHOA CHU KANG STREET 51 SINGAPORE 680512
759 CHOA CHU KANG NTH 5,680759,1.393218582,103.7467408,759 CHOA CHU KANG NORTH 5 HDB PUBLIC SHELTERS SINGAPORE 680759
437 HOUGANG AVE 8,530437,1.377204824,103.8932882,437 HOUGANG AVENUE 8 HDB PUBLIC SHELTERS SINGAPORE 530437
343 JURONG EAST ST 31,600343,1.345883391,103.7310836,343 JURONG EAST STREET 31 YUHUA PLACE SINGAPORE 600343
743 JURONG WEST ST 73,640743,1.347293369,103.6991937,743 JURONG WEST STREET 73 AL-NASRY @ JURONG WEST KINDERGARTEN SINGAPORE 640743
716 JURONG WEST ST 71,NIL,1.344058113,103.6967061,NIL
712 JURONG WEST ST 71,640712,1.342434489,103.6961332,712 JURONG WEST STREET 71 JURONG WEST FIRE POST SINGAPORE 640712
59 JLN MA'MOR,320059,1.328109584,103.8571257,59 JALAN MA'MOR SINGAPORE 320059
753 PASIR RIS ST 71,510753,1.377153628,103.9344804,753 PASIR RIS STREET 71 HDB PUBLIC SHELTERS SINGAPORE 510753
646 PASIR RIS DR 10,510646,1.378083197,103.938173,646 PASIR RIS DRIVE 10 SINGAPORE 510646
650 PASIR RIS DR 10,510650,1.378727634,103.9380753,650 PASIR RIS DRIVE 10 PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST 650 (CC) SINGAPORE 510650
803 WOODLANDS ST 81,730803,1.440350676,103.7870944,803 WOODLANDS STREET 81 SINGAPORE 730803
94D BEDOK NTH AVE 4,463094,1.333621728,103.9412973,94D BEDOK NORTH AVENUE 4 SINGAPORE 463094
14 BEDOK STH AVE 2,460014,1.321361191,103.9361854,14 BEDOK SOUTH AVENUE 2 SINGAPORE 460014
239 BISHAN ST 22,570239,1.360437761,103.8447839,239 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570239
226 BISHAN ST 23,570226,1.358546004,103.8471273,226 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570226
235 BISHAN ST 22,570235,1.358587893,103.8465358,235 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570235
237 BISHAN ST 22,570237,1.359419966,103.8471503,237 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570237
502 BISHAN ST 11,570502,1.348579053,103.848348,502 BISHAN STREET 11 SINGAPORE 570502
215 BISHAN ST 23,570215,1.357101901,103.8487998,215 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570215
212 BISHAN ST 23,570212,1.35627186,103.8482505,212 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570212
7 JLN BT MERAH,150007,1.287300521,103.8079883,7 JALAN BUKIT MERAH SINGAPORE 150007
36 MOH GUAN TER,161036,1.284881937,103.8310424,36 MOH GUAN TERRACE SINGAPORE 161036
439 CHOA CHU KANG AVE 4,680439,1.383724134,103.7397874,439 CHOA CHU KANG AVENUE 4 SINGAPORE 680439
432 CHOA CHU KANG AVE 4,680432,1.384644144,103.7418336,432 CHOA CHU KANG AVENUE 4 SINGAPORE 680432
536 HOUGANG ST 52,530536,1.377160278,103.8894822,536 HOUGANG STREET 52 HDB PUBLIC SHELTERS SINGAPORE 530536
444 HOUGANG AVE 8,530444,1.379482904,103.8938477,444 HOUGANG AVENUE 8 HDB PUBLIC SHELTERS SINGAPORE 530444
453 HOUGANG AVE 10,530453,1.378477752,103.8958885,453 HOUGANG AVENUE 10 HDB PUBLIC SHELTERS SINGAPORE 530453
457 HOUGANG AVE 10,530457,1.376974341,103.8959986,457 HOUGANG AVENUE 10 SINGAPORE 530457
458 HOUGANG AVE 10,530458,1.377734451,103.8962529,458 HOUGANG AVENUE 10 PUNGGOL PARK COMMUNITY CENTRE SINGAPORE 530458
551 HOUGANG ST 51,530551,1.378488498,103.8907222,551 HOUGANG STREET 51 SINGAPORE 530551
436 HOUGANG AVE 8,530436,1.377197832,103.8938107,436 HOUGANG AVENUE 8 HDB PUBLIC SHELTERS SINGAPORE 530436
441 HOUGANG AVE 8,530441,1.378452871,103.8939404,441 HOUGANG AVENUE 8 SINGAPORE 530441
454 HOUGANG AVE 10,530454,1.378159218,103.8954097,454 HOUGANG AVENUE 10 SINGAPORE 530454
326 JURONG EAST ST 31,600326,1.349021824,103.7296093,326 JURONG EAST STREET 31 SINGAPORE 600326
225 JURONG EAST ST 21,600225,1.34178121,103.7372515,225 JURONG EAST STREET 21 SINGAPORE 600225
479 PASIR RIS DR 4,510479,1.375177147,103.9592072,479 PASIR RIS DRIVE 4 SINGAPORE 510479
480 PASIR RIS DR 4,510480,1.374800981,103.9593624,480 PASIR RIS DRIVE 4 SINGAPORE 510480
481 PASIR RIS DR 4,510481,1.373898765,103.9589293,481 PASIR RIS DRIVE 4 SINGAPORE 510481
231 PASIR RIS DR 4,510231,1.373379907,103.9614018,231 PASIR RIS DRIVE 4 SINGAPORE 510231
246 PASIR RIS ST 21,510246,1.371108705,103.962454,246 PASIR RIS STREET 21 SINGAPORE 510246
251 PASIR RIS ST 21,510251,1.370264184,103.9624097,251 PASIR RIS STREET 21 SINGAPORE 510251
223 PASIR RIS ST 21,510223,1.370643256,103.9614538,223 PASIR RIS STREET 21 SINGAPORE 510223
210 PASIR RIS ST 21,510210,1.367031279,103.9616275,210 PASIR RIS STREET 21 SINGAPORE 510210
533 SERANGOON NTH AVE 4,550533,1.374536538,103.8745964,533 SERANGOON NORTH AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 550533
541 SERANGOON NTH AVE 4,550541,1.374300617,103.8725569,541 SERANGOON NORTH AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 550541
518 SERANGOON NTH AVE 4,550518,1.371641729,103.8741022,518 SERANGOON NORTH AVENUE 4 PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 518 (KN) SINGAPORE 550518
524 SERANGOON NTH AVE 4,550524,1.372695079,103.8728568,524 SERANGOON NORTH AVENUE 4 SINGAPORE 550524
856B TAMPINES ST 82,522856,1.353110317,103.9376999,856B TAMPINES STREET 82 TAMPINES ARCADIA SINGAPORE 522856
48 LOR 5 TOA PAYOH,310048,1.337083957,103.853541,48 LORONG 5 TOA PAYOH EAST PAYOH SPRING SINGAPORE 310048
874 WOODLANDS ST 82,730874,1.442920471,103.7895457,874 WOODLANDS STREET 82 KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE SINGAPORE 730874
661 YISHUN AVE 4,760661,1.422015232,103.8407143,661 YISHUN AVENUE 4 NEE SOON CENTRAL VIEW SINGAPORE 760661
253 ANG MO KIO ST 21,560253,1.369460545,103.834659,253 ANG MO KIO STREET 21 SINGAPORE 560253
250 BISHAN ST 22,570250,1.361614819,103.8439371,250 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570250
251 BISHAN ST 22,570251,1.361910239,103.8441705,251 BISHAN STREET 22 RITZ SCHOOL OF LEARNERS & STUDENT CARE CENTRE LLP (BISHAN) SINGAPORE 570251
251 CHOA CHU KANG AVE 2,680251,1.378292264,103.7445742,251 CHOA CHU KANG AVENUE 2 SINGAPORE 680251
529 CHOA CHU KANG ST 51,680529,1.392192181,103.7421435,529 CHOA CHU KANG STREET 51 SINGAPORE 680529
756 CHOA CHU KANG NTH 5,680756,1.392487757,103.7456787,756 CHOA CHU KANG NORTH 5 SINGAPORE 680756
452 HOUGANG AVE 10,530452,1.378491448,103.896308,452 HOUGANG AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH BLK 452 (DS) SINGAPORE 530452
446 HOUGANG AVE 8,530446,1.378793011,103.8942817,446 HOUGANG AVENUE 8 HDB PUBLIC SHELTERS SINGAPORE 530446
221 HOUGANG ST 21,530221,1.356604526,103.8836506,221 HOUGANG STREET 21 PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR 221 (CC) SINGAPORE 530221
751 JURONG WEST ST 73,NIL,1.347609572,103.6992277,NIL
478 PASIR RIS DR 4,510478,1.374493768,103.9589583,478 PASIR RIS DRIVE 4 SINGAPORE 510478
273 PASIR RIS ST 21,510273,1.364846273,103.9641132,273 PASIR RIS STREET 21 BRAINY BUNCH INTERNATIONAL MONTESSORI (PASIR RIS) SINGAPORE 510273
738 PASIR RIS DR 10,510738,1.379154893,103.9365192,738 PASIR RIS DRIVE 10 PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST BLK 738 (KN) SINGAPORE 510738
568 PASIR RIS ST 51,510568,1.368749374,103.9489128,568 PASIR RIS STREET 51 MY FIRST SKOOL SINGAPORE 510568
557 PASIR RIS ST 51,510557,1.367031942,103.9521286,557 PASIR RIS STREET 51 PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS1 SINGAPORE 510557
147 PASIR RIS ST 13,510147,1.363100578,103.9620123,147 PASIR RIS STREET 13 SINGAPORE 510147
724 PASIR RIS ST 72,510724,1.380934399,103.9362347,724 PASIR RIS STREET 72 SINGAPORE 510724
511 PASIR RIS ST 52,510511,1.374960538,103.9439927,511 PASIR RIS STREET 52 ELIAS PARKS ESTATE SINGAPORE 510511
457 PASIR RIS DR 4,510457,1.37183661,103.9594695,457 PASIR RIS DRIVE 4 SINGAPORE 510457
507 PASIR RIS ST 52,510507,1.376626807,103.9445889,507 PASIR RIS STREET 52 ELIAS PARKS ESTATE SINGAPORE 510507
605 ELIAS RD,510605,1.377052361,103.9429287,605 ELIAS ROAD SIAN CHAY MEDICAL INSTITUTION PASIR RIS WEST BRANCH SINGAPORE 510605
531 SERANGOON NTH AVE 4,550531,1.374819362,103.8751253,531 SERANGOON NORTH AVENUE 4 SINGAPORE 550531
536 SERANGOON NTH AVE 4,550536,1.373537624,103.8750907,536 SERANGOON NORTH AVENUE 4 ST. VINCENT DE PAUL KINDERGARTEN SINGAPORE 550536
534 SERANGOON NTH AVE 4,550534,1.374217712,103.8745807,534 SERANGOON NORTH AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 550534
532 SERANGOON NTH AVE 4,550532,1.374868826,103.8741268,532 SERANGOON NORTH AVENUE 4 SINGAPORE 550532
535 SERANGOON NTH AVE 4,550535,1.373600103,103.873891,535 SERANGOON NORTH AVENUE 4 HWI YOH COMMUNITY CENTRE SINGAPORE 550535
485A TAMPINES AVE 9,520485,1.359893153,103.9557566,485A TAMPINES AVENUE 9 SINGAPORE 520485
385 TAMPINES ST 32,520385,1.354960043,103.958521,385 TAMPINES STREET 32 PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST 385 (CC) SINGAPORE 520385
357 TAMPINES ST 33,520357,1.354023164,103.9616052,357 TAMPINES STREET 33 HDB PUBLIC SHELTERS SINGAPORE 520357
856E TAMPINES ST 82,525856,1.352764366,103.9387061,856E TAMPINES STREET 82 HDB PUBLIC SHELTERS SINGAPORE 525856
328 TAMPINES ST 32,520328,1.353172963,103.9582943,328 TAMPINES STREET 32 HDB PUBLIC SHELTERS SINGAPORE 520328
176 WOODLANDS ST 13,730176,1.433578584,103.7783535,176 WOODLANDS STREET 13 SINGAPORE 730176
423 ANG MO KIO AVE 3,560423,1.368825192,103.8519494,423 ANG MO KIO AVENUE 3 CHENG SAN FIRE POST SINGAPORE 560423
658 JLN TENAGA,410658,1.333552404,103.9065169,658 JALAN TENAGA EUNOS DAMAI VILLE SINGAPORE 410658
663 JLN DAMAI,410663,1.334759317,103.9087091,663 JALAN DAMAI EUNOS DAMAI VILLE SINGAPORE 410663
254 BISHAN ST 22,570254,1.361915672,103.8429972,254 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570254
248 BISHAN ST 22,570248,1.361378864,103.8433182,248 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570248
252 BISHAN ST 22,570252,1.362039881,103.8437576,252 BISHAN STREET 22 SINGAPORE 570252
253 BISHAN ST 22,570253,1.362259394,103.8430796,253 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570253
238 BISHAN ST 22,570238,1.359736875,103.8446961,238 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570238
14 JLN BT MERAH,150014,1.287861305,103.8076482,14 JALAN BUKIT MERAH SINGAPORE 150014
283 CHOA CHU KANG AVE 3,680283,1.379708716,103.7428712,283 CHOA CHU KANG AVENUE 3 SINGAPORE 680283
